state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
Utah,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0.2,17.2
RSV-NET,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,19.2
Oregon,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,31.4
New York,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,26.5
Georgia,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,7.8
New Mexico,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-07-08T00:00:00.000,5-17 years,All,All,0.2,12.2
Colorado,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,12.2
Utah,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,19.2
Oregon,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,7.8
New York,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0.4,26.9
New Mexico,2022-23,2023-07-15T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,19.2
Oregon,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,31.4
New York,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,26.9
Georgia,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,7.8
New Mexico,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-07-22T00:00:00.000,5-17 years,All,All,0,12.2
California,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,12.2
Colorado,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,37.7
Utah,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,19.3
Oregon,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,31.4
New York,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,26.9
Georgia,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0.1,7.9
New Mexico,2022-23,2023-07-29T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,19.3
Oregon,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0.1,8
New York,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-08-05T00:00:00.000,5-17 years,All,All,0,12.2
Colorado,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,12.2
Utah,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0.1,19.4
Oregon,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,31.4
New York,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,26.9
Georgia,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0.4,8.4
New Mexico,2022-23,2023-08-12T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0.1,19.4
Oregon,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,31.4
New York,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,26.9
Georgia,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0.4,8.9
New Mexico,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-08-19T00:00:00.000,5-17 years,All,All,0,12.2
Colorado,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0.4,12.6
Utah,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0.1,19.5
New York,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,26.9
Oregon,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0.1,9
New Mexico,2022-23,2023-08-26T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,14.1
Tennessee,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,19.5
Oregon,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,9
New York,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-09-02T00:00:00.000,5-17 years,All,All,0,12.6
Colorado,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,37.7
California,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0.2,12.8
Utah,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0.2,14.3
Tennessee,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0.1,19.6
Oregon,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0.3,9.3
New York,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-09-09T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0.2,14.6
Tennessee,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,8.9
Minnesota,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0.2,19.8
Oregon,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0.5,9.8
New York,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0.2,37.9
California,2022-23,2023-09-16T00:00:00.000,5-17 years,All,All,0.2,13
Colorado,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,37.9
California,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,13
Utah,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,14.6
Tennessee,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0.3,9.2
Minnesota,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0.3,20.1
Oregon,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,23.2
Michigan,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,1.5,11.3
New York,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-09-23T00:00:00.000,5-17 years,All,All,0,56
Utah,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,36.4
Maryland,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0.2,14.8
Tennessee,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,9.2
Minnesota,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,17.2
RSV-NET,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0.3,20.4
Oregon,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,11.3
Connecticut,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0.7,23.9
Michigan,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,31.4
Georgia,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,1.4,12.7
New York,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,26.9
New Mexico,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0,56
Colorado,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0.2,38.1
California,2022-23,2023-09-30T00:00:00.000,5-17 years,All,All,0.2,13.2
Utah,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
Maryland,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0.4,0.4
RSV-NET,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0.3,0.3
Oregon,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
New York,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
New Mexico,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
Minnesota,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0.2,0.2
Georgia,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0.8,0.8
Connecticut,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
Michigan,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
Colorado,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0,0
California,2023-24,2023-10-07T00:00:00.000,5-17 years,All,All,0.4,0.4
Utah,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0.3,0.3
RSV-NET,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0.3,0.6
Oregon,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0.4,0.4
New York,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
New Mexico,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
Minnesota,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0.2
Maryland,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0.2,0.7
Michigan,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
Georgia,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,1.1,1.9
Connecticut,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
Colorado,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0,0
California,2023-24,2023-10-14T00:00:00.000,5-17 years,All,All,0.6,1
Utah,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.3,0.7
RSV-NET,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.4,1
Oregon,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.4,0.8
New York,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0,0
New Mexico,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,1,1
Minnesota,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.2,0.4
Michigan,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0,0
Maryland,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.7,1.3
Georgia,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.8,2.7
Connecticut,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,1.1,1.1
Colorado,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0,0
California,2023-24,2023-10-21T00:00:00.000,5-17 years,All,All,0.8,1.8
Utah,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0,0.7
RSV-NET,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.4,1.4
Oregon,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0,0.8
New York,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.6,0.6
New Mexico,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,1,1.9
Minnesota,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.2,0.6
Michigan,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0,0
Maryland,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.7,2
Georgia,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.8,3.5
Connecticut,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.6,1.7
Colorado,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.2,0.2
California,2023-24,2023-10-28T00:00:00.000,5-17 years,All,All,0.2,2
Utah,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,0.7
RSV-NET,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.3,1.7
Oregon,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,0.8
New York,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.9,1.6
New Mexico,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,1.9
Minnesota,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,0.6
Michigan,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0,0
Maryland,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.2,2.2
Georgia,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.3,3.8
Connecticut,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,1.7,3.4
Colorado,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.2,0.5
California,2023-24,2023-11-04T00:00:00.000,5-17 years,All,All,0.2,2.2
Utah,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0,0.7
RSV-NET,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.7,2.4
Oregon,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0,0.8
New York,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.9,2.5
New Mexico,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,1,2.9
Minnesota,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.8,1.3
Michigan,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,1.1,1.1
Maryland,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,1.3,3.6
Georgia,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.5,4.4
Connecticut,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,1.1,4.6
Colorado,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.9,1.4
California,2023-24,2023-11-11T00:00:00.000,5-17 years,All,All,0.8,3
Utah,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,1,1.6
RSV-NET,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0.8,3.2
Maryland,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0.9,4.5
Oregon,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0.4,1.1
New York,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0,2.5
New Mexico,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0,2.9
Minnesota,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0.6,1.9
Michigan,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,1.6,2.7
Georgia,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,1.2,5.6
Connecticut,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,1.7,6.3
Colorado,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,0.5,1.8
California,2023-24,2023-11-18T00:00:00.000,5-17 years,All,All,1.2,4.2
Utah,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,0,0
Tennessee,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,1,2.6
RSV-NET,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,1.2,4.4
Oregon,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,0.4,1.5
New York,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,2.2,4.7
New Mexico,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,2.9,5.8
Minnesota,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,1.7,3.6
Michigan,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,1.1,3.8
Maryland,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,2,6.5
Georgia,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,0.7,6.3
Connecticut,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,2.9,9.1
Colorado,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,0.7,2.5
California,2023-24,2023-11-25T00:00:00.000,5-17 years,All,All,0.4,4.6
Utah,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.9,0.9
Tennessee,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.3,3
RSV-NET,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.8,5.1
Maryland,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.9,7.4
Oregon,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.4,1.9
New York,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,2.8,7.6
New Mexico,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0,5.8
Minnesota,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0,3.6
Michigan,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.5,4.3
Georgia,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.8,7.1
Connecticut,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0,9.1
Colorado,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,1.4,3.9
California,2023-24,2023-12-02T00:00:00.000,5-17 years,All,All,0.4,5
Utah,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,0.4,1.3
Tennessee,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1,3.9
RSV-NET,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1,6.1
Maryland,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1.8,9.2
Oregon,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1.1,3
New York,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,0.9,8.5
New Mexico,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1.9,7.7
Minnesota,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,0.8,4.3
Michigan,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1.1,5.4
Georgia,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1,8
Connecticut,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,0,9.1
Colorado,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,0.7,4.5
California,2023-24,2023-12-09T00:00:00.000,5-17 years,All,All,1,6
Utah,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,1.3,2.7
Tennessee,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,0.3,4.3
RSV-NET,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,1.3,7.4
Oregon,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,0.8,3.8
New York,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,2.2,10.7
New Mexico,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,1.9,9.7
Minnesota,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,0.9,5.3
Michigan,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,2.2,7.6
Maryland,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,2,11.2
Georgia,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,0.3,8.3
Connecticut,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,1.7,10.8
Colorado,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,2.3,6.8
California,2023-24,2023-12-16T00:00:00.000,5-17 years,All,All,1.4,7.4
Utah,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.8,4.5
Tennessee,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.3,5.6
RSV-NET,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.4,8.8
Oregon,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.1,4.9
New York,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.3,12
New Mexico,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,2.9,12.6
Minnesota,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.5,6.8
Michigan,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.6,9.2
Maryland,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.3,12.5
Georgia,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,0.3,8.6
Connecticut,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.1,12
Colorado,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,3.2,10
California,2023-24,2023-12-23T00:00:00.000,5-17 years,All,All,1.2,8.6
Utah,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,0.9,5.4
Tennessee,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,0.7,6.2
RSV-NET,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,0.9,9.7
Oregon,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,0.8,5.6
New York,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,1.3,13.3
New Mexico,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,2.9,15.5
Minnesota,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,1.7,8.5
Michigan,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,0,9.2
Maryland,2023-24,2023-12-30T00:00:00.000,5-17 years,All,All,1.1,13.7
