state,season,week_ending_date,age_category,sex,race,rate,cumulative_rate
Georgia,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,1.5,102.7
Michigan,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,188.2
New York,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,462.3
Colorado,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,822
Maryland,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,234.7
New Mexico,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-06-24T00:00:00.000,1-4 years,All,All,0,208.1
California,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0.7,208.8
Minnesota,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,89.1
RSV-NET,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0.2,344.2
Connecticut,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0.5,103.2
Michigan,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,188.2
New York,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,462.3
Colorado,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,822
Maryland,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,234.7
New Mexico,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-07-01T00:00:00.000,1-4 years,All,All,0,605
Minnesota,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,89.1
RSV-NET,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0.3,344.5
Connecticut,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,1,104.2
Michigan,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,188.2
Colorado,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0.8,822.8
New York,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,234.7
New Mexico,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-07-08T00:00:00.000,1-4 years,All,All,0,208.8
California,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,208.8
Minnesota,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,89.1
RSV-NET,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0.3,344.8
Connecticut,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,1.5,105.7
Michigan,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,188.2
Colorado,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,822.8
New York,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,234.7
New Mexico,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-07-15T00:00:00.000,1-4 years,All,All,0,605
Minnesota,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,1.1,90.2
RSV-NET,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0.4,345.2
Connecticut,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,105.7
Michigan,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,1.4,189.7
New York,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,462.3
Colorado,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,822.8
Maryland,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,1.6,236.3
New Mexico,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-07-22T00:00:00.000,1-4 years,All,All,0.7,209.5
California,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0.7,210.2
Minnesota,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,2.3,92.4
RSV-NET,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0.5,345.7
Connecticut,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0.5,106.2
Michigan,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,189.7
New York,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,462.3
Colorado,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0.8,823.6
Maryland,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0.8,237.1
New Mexico,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-07-29T00:00:00.000,1-4 years,All,All,0,605
Minnesota,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,1.1,93.6
RSV-NET,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0.4,346.2
Connecticut,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,2,108.3
Michigan,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,189.7
Colorado,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,823.6
New York,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,237.1
New Mexico,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-08-05T00:00:00.000,1-4 years,All,All,0,210.2
California,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,210.2
Minnesota,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,1.1,94.7
RSV-NET,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0.6,346.8
Connecticut,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,2.5,110.8
Michigan,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,189.7
Colorado,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0.8,824.4
New York,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,237.1
New Mexico,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-08-12T00:00:00.000,1-4 years,All,All,0,605
Minnesota,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,1.1,95.8
RSV-NET,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,1.1,347.8
Connecticut,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,5.1,115.8
Michigan,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,189.7
Colorado,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,824.4
New York,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0.8,237.9
New Mexico,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-08-19T00:00:00.000,1-4 years,All,All,0,210.2
California,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0.7,211
Minnesota,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,387.9
Tennessee,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,2.3,98.1
RSV-NET,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,1.2,349.1
Connecticut,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,4.6,120.4
Michigan,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,2.9,192.5
Colorado,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,824.4
New York,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,237.9
New Mexico,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-08-26T00:00:00.000,1-4 years,All,All,0,605
Minnesota,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,1.4,389.3
Tennessee,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,2.3,100.3
RSV-NET,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,1.6,350.6
Connecticut,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,306.8
Georgia,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,6.6,127
Michigan,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,192.5
Colorado,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0.8,825.3
New York,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,462.3
Maryland,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,237.9
New Mexico,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,1203.5
Utah,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,605
California,2022-23,2023-09-02T00:00:00.000,1-4 years,All,All,0,211
California,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0.7,211.7
Minnesota,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0.7,390
Tennessee,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0,100.3
RSV-NET,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,2.4,353
Connecticut,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,2.5,309.3
Georgia,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,9.1,136.1
Michigan,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0,426.6
Oregon,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,1.4,194
Colorado,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0.8,826.1
New York,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,1.4,463.7
Maryland,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,0.8,238.7
New Mexico,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,3.8,1207.3
Utah,2022-23,2023-09-09T00:00:00.000,1-4 years,All,All,1.7,606.7
Minnesota,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0.7,390.6
Tennessee,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,2.3,102.6
RSV-NET,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,2.7,355.7
Connecticut,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,309.3
Georgia,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,11.6,147.7
Michigan,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,426.6
Colorado,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,1.6,827.7
Oregon,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,194
New York,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,1.4,465.1
Maryland,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,238.7
New Mexico,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,1207.3
Utah,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,0,606.7
California,2022-23,2023-09-16T00:00:00.000,1-4 years,All,All,1.4,213.1
California,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,2.1,215.2
Minnesota,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0,390.6
Tennessee,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,2.3,104.8
RSV-NET,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,3.2,358.9
Colorado,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0.8,828.5
Connecticut,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,7.4,316.7
Georgia,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,12.1,159.8
Michigan,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,2,428.5
Oregon,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,1.4,195.4
New York,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0,465.1
Maryland,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0.8,239.5
New Mexico,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0,1207.3
Utah,2022-23,2023-09-23T00:00:00.000,1-4 years,All,All,0,606.7
Minnesota,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,2.7,393.3
Tennessee,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,5.6,110.5
RSV-NET,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,5.9,364.7
Colorado,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0.8,829.4
Connecticut,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0,316.7
Georgia,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,23.8,183.6
Michigan,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0,428.5
Oregon,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0,195.4
New York,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,1.4,466.5
Maryland,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,1.6,241
New Mexico,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0,1207.3
Utah,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,0,606.7
California,2022-23,2023-09-30T00:00:00.000,1-4 years,All,All,5,220.2
Utah,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,1.7,1.7
Tennessee,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,7.9,7.9
RSV-NET,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,5.6,5.6
Oregon,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,2.9,2.9
New York,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,3.5,3.5
New Mexico,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,3.8,3.8
Minnesota,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,2.7,2.7
Michigan,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,0,0
Maryland,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,2.4,2.4
Georgia,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,17.2,17.2
Connecticut,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,2.1,2.1
Colorado,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,3.3,3.3
California,2023-24,2023-10-07T00:00:00.000,1-4 years,All,All,3.6,3.6
Utah,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,0,1.7
Tennessee,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,4.5,12.4
RSV-NET,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,5.7,11.3
Oregon,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,2.9,5.7
New York,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,1.2,4.6
New Mexico,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,0,3.8
Minnesota,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,4.1,6.8
Michigan,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,4,4
Maryland,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,5.5,7.9
Georgia,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,12.6,29.8
Connecticut,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,8.5,10.6
Colorado,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,4.1,7.4
California,2023-24,2023-10-14T00:00:00.000,1-4 years,All,All,7.1,10.7
Utah,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,0,1.7
Tennessee,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,5.6,18
RSV-NET,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,7.2,18.5
Oregon,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,0,5.7
New York,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,4.6,9.2
New Mexico,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,7.6,11.4
Minnesota,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,2.7,9.5
Michigan,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,13.9,17.9
Maryland,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,12.6,20.5
Georgia,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,16.7,46.5
Connecticut,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,4.3,14.9
Colorado,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,4.9,12.3
California,2023-24,2023-10-21T00:00:00.000,1-4 years,All,All,3.6,14.2
Utah,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,3.4,5.1
Tennessee,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,9,27.1
RSV-NET,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,7,25.5
Oregon,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,0,5.7
New York,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,2.3,11.5
New Mexico,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,3.8,15.2
Minnesota,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,6.8,16.2
Michigan,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,0,17.9
Maryland,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,8.7,29.2
Georgia,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,13.2,59.7
Connecticut,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,21.3,36.2
Colorado,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,5.7,18
California,2023-24,2023-10-28T00:00:00.000,1-4 years,All,All,3.6,17.8
Utah,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,1.7,6.8
Tennessee,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,12.4,39.5
RSV-NET,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,8.9,34.5
Oregon,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,5.7,11.5
New York,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,5.8,17.3
New Mexico,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,15.2,30.4
Minnesota,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,4.1,20.3
Michigan,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,6,23.8
Maryland,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,13.4,42.7
Georgia,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,15.7,75.4
Connecticut,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,14.9,51.1
Colorado,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,7.4,25.3
California,2023-24,2023-11-04T00:00:00.000,1-4 years,All,All,4.3,22
Utah,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,8.4,15.2
Tennessee,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,15.8,55.2
RSV-NET,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,15.2,49.7
Oregon,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,1.4,12.9
New York,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,16.1,33.4
New Mexico,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,38,68.3
Minnesota,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,10.8,31.1
Michigan,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,17.9,41.7
Maryland,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,22.9,65.6
Georgia,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,14.2,89.5
Connecticut,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,17,68.1
Colorado,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,26.1,51.5
California,2023-24,2023-11-11T00:00:00.000,1-4 years,All,All,7.8,29.8
Utah,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,0,15.2
Tennessee,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,11.3,66.5
RSV-NET,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,13.8,63.5
Oregon,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,8.6,21.6
New York,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,20.7,54.1
New Mexico,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,19,87.3
Minnesota,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,13.5,44.7
Michigan,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,15.9,57.5
Maryland,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,15,80.6
Georgia,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,9.6,99.1
Connecticut,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,25.6,93.7
Colorado,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,21.2,72.7
California,2023-24,2023-11-18T00:00:00.000,1-4 years,All,All,12.8,42.6
Utah,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,3.4,18.6
Tennessee,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,6.8,73.3
RSV-NET,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,16.1,79.6
Oregon,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,2.9,24.4
New York,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,23,77.1
New Mexico,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,45.6,132.9
Minnesota,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,21,65.7
Michigan,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,21.8,79.4
Maryland,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,18.2,98.8
Georgia,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,11.6,110.8
Connecticut,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,25.6,119.2
Colorado,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,23.7,96.4
California,2023-24,2023-11-25T00:00:00.000,1-4 years,All,All,11.4,54
Utah,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,5.1,23.7
Tennessee,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,6.8,80
RSV-NET,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,16.9,96.5
Oregon,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,7.2,31.6
New York,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,28.8,105.9
New Mexico,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,87.3,220.2
Minnesota,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,20.3,86
Maryland,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,13.4,112.2
Michigan,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,13.9,93.2
Georgia,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,8.6,119.4
Connecticut,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,25.6,144.8
Colorado,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,31.9,128.3
California,2023-24,2023-12-02T00:00:00.000,1-4 years,All,All,9.2,63.2
Utah,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,16.9,40.6
Tennessee,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,7.9,87.9
RSV-NET,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,16.8,113.3
Oregon,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,4.3,35.9
New York,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,16.1,122
New Mexico,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,49.4,269.6
Minnesota,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,29.8,115.8
Michigan,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,13.9,107.1
Maryland,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,11.1,123.3
Georgia,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,5.1,124.4
Connecticut,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,12.8,157.6
Colorado,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,47.4,175.7
California,2023-24,2023-12-09T00:00:00.000,1-4 years,All,All,6.4,69.6
Utah,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,16.9,57.5
Tennessee,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,5.6,93.6
RSV-NET,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,19.6,132.9
Oregon,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,10.1,46
New York,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,25.3,147.3
New Mexico,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,106.3,375.9
Minnesota,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,23,138.8
Michigan,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,41.7,148.8
Maryland,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,13.4,136.7
Georgia,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,7.6,132
Connecticut,2023-24,2023-12-16T00:00:00.000,1-4 years,All,All,10.6,168.2
